Statistic,shots,goals,xG
BlockedShot,44,0,2.5551285091787577
SavedShot,41,0,4.999081425368786
Goal,13,13,5.954643432050943
ShotOnPost,3,0,0.6824377253651619
MissedShots,39,0,3.1391442166641355
