Statistic,shots,goals,xG
MissedShots,51,0,4.63447433989495
SavedShot,32,0,3.9492544028908014
BlockedShot,38,0,2.204074344597757
Goal,13,13,2.6044089160859585
ShotOnPost,1,0,0.023132195696234703
