Statistic,shots,goals,xG
OpenPlay,97,10,10.365801545791328
FromCorner,22,3,1.8190288441255689
SetPiece,11,0,0.8909771870821714
DirectFreekick,5,0,0.3395366221666336
Penalty,0,0,0.0
