Statistic,stat,shots,goals,xG
ownGoals,ownGoals,0,0,0.0
shotOboxTotal,shotOboxTotal,53,2,1.516864092554897
shotPenaltyArea,shotPenaltyArea,84,11,13.375854762271047
shotSixYardBox,shotSixYardBox,27,4,8.243509009480476
