Statistic,shots,goals,xG
Goal,44,44,16.81470473855734
SavedShot,78,0,8.833636112511158
BlockedShot,111,0,7.646497191861272
MissedShots,112,0,13.240016124211252
ShotOnPost,7,0,1.5555576886981726
