Statistic,shots,goals,xG
OpenPlay,284,32,29.440226413775235
FromCorner,56,2,4.892199954949319
SetPiece,10,0,0.71776875667274
DirectFreekick,5,0,0.32690561190247536
Penalty,1,1,0.7611688375473022
