Statistic,stat,shots,goals,xG
ownGoals,ownGoals,1,1,1.0
shotOboxTotal,shotOboxTotal,123,1,3.5539260669611394
shotPenaltyArea,shotPenaltyArea,209,30,23.668014392256737
shotSixYardBox,shotSixYardBox,23,3,7.916329115629196
