Statistic,shots,goals,xG
Goal,22,22,6.3080364391207695
SavedShot,60,0,5.24133193353191
BlockedShot,77,0,5.848920218646526
MissedShots,69,0,4.601801937445998
ShotOnPost,3,0,0.7810289915651083
