Statistic,shots,goals,xG
OpenPlay,171,24,28.85024544224143
FromCorner,27,2,3.9545704098418355
DirectFreekick,2,0,0.0942423902451992
SetPiece,10,0,0.9918815921992064
Penalty,3,3,2.2835065126419067
