Statistic,shots,goals,xG
BlockedShot,21,0,1.7425487283617258
Goal,17,17,9.066273253411055
SavedShot,27,0,4.494600733742118
MissedShots,27,0,3.719447278417647
ShotOnPost,4,0,0.902547188103199
