Statistic,shots,goals,xG
Goal,39,39,14.095141020603478
MissedShots,117,0,12.92596884444356
BlockedShot,97,0,5.571854564361274
ShotOnPost,7,0,1.3865241408348083
SavedShot,73,0,10.153775812126696
