Statistic,shots,goals,xG
BlockedShot,87,0,7.23972334433347
Goal,22,22,7.727996248751879
SavedShot,67,0,7.0231775641441345
MissedShots,87,0,9.107782384380698
ShotOnPost,9,0,0.6598655004054308
