Statistic,shots,goals,xG
OpenPlay,209,19,22.133661596570164
FromCorner,55,2,6.186603598296642
SetPiece,17,2,1.80324821267277
Penalty,1,1,0.7611688375473022
DirectFreekick,4,1,0.24844827502965927
