Statistic,shots,goals,xG
OpenPlay,240,28,39.66202590055764
FromCorner,45,2,3.5002761920914054
SetPiece,10,0,1.5874901814386249
DirectFreekick,10,0,0.8583332523703575
Penalty,5,5,3.8058441877365112
