Statistic,stat,time,shots,goals,xG
Goal diff 0,Goal diff 0,650,93,7,12.200208278372884
Goal diff +1,Goal diff +1,155,21,3,2.7707732091657817
Goal diff -1,Goal diff -1,143,15,2,1.400327406823635
Goal diff < -1,Goal diff < -1,103,10,3,1.8395112846046686
Goal diff > +1,Goal diff > +1,89,17,2,2.6153097078204155
