Statistic,shots,goals,xG
OpenPlay,189,22,26.697099322918802
FromCorner,52,4,5.630931885913014
SetPiece,12,0,0.8198881717398763
DirectFreekick,8,0,0.6337875388562679
Penalty,2,0,1.5223376750946045
