Statistic,stat,shots,goals,xG
Normal,Normal,83,10,11.785242091398686
Standard,Standard,48,3,5.7760865511372685
Fast,Fast,5,2,1.0589605420827866
Slow,Slow,11,2,0.8627007156610489
