Statistic,stat,shots,goals,xG
ownGoals,ownGoals,0,0,0.0
shotOboxTotal,shotOboxTotal,77,2,3.3759954711422324
shotPenaltyArea,shotPenaltyArea,147,15,20.391044220421463
shotSixYardBox,shotSixYardBox,28,8,10.230515148490667
