Statistic,shots,goals,xG
OpenPlay,141,17,14.321473572403193
FromCorner,28,0,2.7702519511803985
SetPiece,15,3,2.2162925405427814
Penalty,1,0,0.7611688375473022
DirectFreekick,7,0,0.48727504163980484
