Statistic,shots,goals,xG
OpenPlay,189,26,24.820569428615272
FromCorner,33,1,2.7632177267223597
SetPiece,17,3,2.194289807230234
DirectFreekick,4,1,0.275422103703022
Penalty,2,1,1.5223376750946045
