Statistic,shots,goals,xG
OpenPlay,115,12,16.08729976415634
FromCorner,23,1,2.2048645559698343
SetPiece,10,0,0.9196746968664229
DirectFreekick,3,1,0.14856230467557907
Penalty,2,2,1.5223376750946045
