Statistic,stat,shots,goals,xG
shotOboxTotal,shotOboxTotal,25,3,1.157758523710072
shotPenaltyArea,shotPenaltyArea,94,11,13.120802224148065
shotSixYardBox,shotSixYardBox,16,1,4.6919090040028095
