Statistic,stat,time,shots,goals,xG
4-2-3-1,4-2-3-1,570,66,7,8.484081185888499
4-4-2,4-4-2,454,64,3,8.181212896481156
4-3-3,4-3-3,95,15,4,3.658393177203834
5-4-1,5-4-1,29,8,2,0.5590517371892929
3-4-3,3-4-3,10,0,0,0.0
