Statistic,shots,goals,xG
OpenPlay,133,14,17.851782298646867
FromCorner,38,5,4.304608389735222
SetPiece,12,1,2.439011761918664
DirectFreekick,2,0,0.0712294913828373
Penalty,1,1,0.7611688375473022
